Year,Quarter,Month,Day,Count of Job Posting ID,Job Position Level
2020,Qtr 4,October,9,1,Mid-Senior level
2020,Qtr 4,October,10,2,Mid-Senior level
2020,Qtr 4,October,11,2,Associate
2020,Qtr 4,October,11,2,Mid-Senior level
2020,Qtr 4,October,12,1,Associate
2020,Qtr 4,October,12,2,Mid-Senior level
2020,Qtr 4,October,13,1,Associate
2020,Qtr 4,October,13,1,Mid-Senior level
2020,Qtr 4,October,14,1,Mid-Senior level
2020,Qtr 4,October,15,2,Mid-Senior level
2020,Qtr 4,October,16,1,Associate
2020,Qtr 4,October,19,2,Mid-Senior level
2020,Qtr 4,October,20,2,Mid-Senior level
2020,Qtr 4,October,21,1,Entry level
2020,Qtr 4,October,21,1,Mid-Senior level
2020,Qtr 4,October,22,2,Mid-Senior level
2020,Qtr 4,October,23,1,Associate
2020,Qtr 4,October,23,1,Mid-Senior level
2020,Qtr 4,October,24,1,Mid-Senior level
2020,Qtr 4,October,27,1,Mid-Senior level
2020,Qtr 4,October,28,1,Mid-Senior level
2020,Qtr 4,October,29,1,Mid-Senior level
2020,Qtr 4,October,31,1,Entry level
2020,Qtr 4,November,5,1,Entry level
2020,Qtr 4,November,7,1,Mid-Senior level
2020,Qtr 4,November,9,1,Mid-Senior level
2020,Qtr 4,November,14,1,Mid-Senior level
2020,Qtr 4,November,16,1,Mid-Senior level
2020,Qtr 4,November,24,1,Mid-Senior level
2020,Qtr 4,November,25,1,Associate
2020,Qtr 4,December,3,1,Mid-Senior level
2020,Qtr 4,December,8,1,Entry level
2020,Qtr 4,December,9,1,Mid-Senior level
2020,Qtr 4,December,10,1,Associate
2020,Qtr 4,December,11,1,Mid-Senior level
2020,Qtr 4,December,13,1,Mid-Senior level
2020,Qtr 4,December,15,1,Mid-Senior level
2020,Qtr 4,December,16,1,Associate
2020,Qtr 4,December,17,1,Director
2020,Qtr 4,December,18,1,Mid-Senior level
2020,Qtr 4,December,21,1,Associate
2020,Qtr 4,December,23,1,Associate
2020,Qtr 4,December,23,1,Entry level
2020,Qtr 4,December,23,1,Mid-Senior level
2020,Qtr 4,December,24,1,Mid-Senior level
2020,Qtr 4,December,25,1,Associate
2020,Qtr 4,December,26,1,Associate
2020,Qtr 4,December,27,1,Mid-Senior level
2020,Qtr 4,December,28,1,Associate
2020,Qtr 4,December,28,1,Mid-Senior level
2020,Qtr 4,December,29,1,Mid-Senior level
2020,Qtr 4,December,30,1,Entry level
2020,Qtr 4,December,31,4,Mid-Senior level
2021,Qtr 1,January,2,1,Mid-Senior level
2021,Qtr 1,January,3,1,Entry level
2021,Qtr 1,January,3,1,Mid-Senior level
2021,Qtr 1,January,5,3,Mid-Senior level
2021,Qtr 1,January,7,2,Mid-Senior level
2021,Qtr 1,January,9,2,Mid-Senior level
2021,Qtr 1,January,10,1,Entry level
2021,Qtr 1,January,11,1,Associate
2021,Qtr 1,January,11,2,Mid-Senior level
2021,Qtr 1,January,12,1,Entry level
2021,Qtr 1,January,12,1,Mid-Senior level
2021,Qtr 1,January,14,1,Entry level
2021,Qtr 1,January,14,1,Mid-Senior level
2021,Qtr 1,January,15,1,Associate
2021,Qtr 1,January,16,1,Associate
2021,Qtr 1,January,16,2,Mid-Senior level
2021,Qtr 1,January,17,1,Associate
2021,Qtr 1,January,18,2,Associate
2021,Qtr 1,January,19,1,Entry level
2021,Qtr 1,January,19,1,Mid-Senior level
2021,Qtr 1,January,20,1,Mid-Senior level
2021,Qtr 1,January,21,1,Mid-Senior level
2021,Qtr 1,January,22,1,Associate
2021,Qtr 1,January,22,1,Entry level
2021,Qtr 1,January,22,1,Mid-Senior level
2021,Qtr 1,January,23,1,Mid-Senior level
2021,Qtr 1,January,24,3,Mid-Senior level
2021,Qtr 1,January,25,2,Mid-Senior level
2021,Qtr 1,January,26,2,Mid-Senior level
2021,Qtr 1,January,27,1,Entry level
2021,Qtr 1,January,27,1,Mid-Senior level
2021,Qtr 1,January,30,4,Mid-Senior level
2021,Qtr 1,January,31,3,Mid-Senior level
2021,Qtr 1,February,1,1,Associate
2021,Qtr 1,February,1,3,Mid-Senior level
2021,Qtr 1,February,2,2,Mid-Senior level
2021,Qtr 1,February,3,2,Mid-Senior level
2021,Qtr 1,February,4,1,Mid-Senior level
2021,Qtr 1,February,5,1,Entry level
2021,Qtr 1,February,5,2,Mid-Senior level
2021,Qtr 1,February,6,2,Entry level
2021,Qtr 1,February,6,1,Mid-Senior level
2021,Qtr 1,February,8,2,Mid-Senior level
2021,Qtr 1,February,9,1,Entry level
2021,Qtr 1,February,9,2,Mid-Senior level
2021,Qtr 1,February,10,1,Entry level
2021,Qtr 1,February,10,1,Mid-Senior level
2021,Qtr 1,February,11,1,Associate
2021,Qtr 1,February,11,1,Entry level
2021,Qtr 1,February,11,1,Mid-Senior level
2021,Qtr 1,February,12,2,Associate
2021,Qtr 1,February,12,1,Mid-Senior level
2021,Qtr 1,February,13,1,Associate
2021,Qtr 1,February,14,1,Entry level
2021,Qtr 1,February,14,1,Mid-Senior level
2021,Qtr 1,February,15,1,Associate
2021,Qtr 1,February,15,5,Mid-Senior level
2021,Qtr 1,February,16,1,Entry level
2021,Qtr 1,February,17,1,Entry level
2021,Qtr 1,February,17,4,Mid-Senior level
2021,Qtr 1,February,18,2,Associate
2021,Qtr 1,February,19,1,Associate
2021,Qtr 1,February,20,3,Mid-Senior level
2021,Qtr 1,February,21,1,Mid-Senior level
2021,Qtr 1,February,22,1,Associate
2021,Qtr 1,February,22,3,Mid-Senior level
2021,Qtr 1,February,23,4,Mid-Senior level
2021,Qtr 1,February,24,1,Mid-Senior level
2021,Qtr 1,February,25,1,Associate
2021,Qtr 1,February,25,1,Entry level
2021,Qtr 1,February,25,1,Mid-Senior level
2021,Qtr 1,February,26,1,Entry level
2021,Qtr 1,February,26,2,Mid-Senior level
2021,Qtr 1,February,27,1,Entry level
2021,Qtr 1,February,27,1,Mid-Senior level
2021,Qtr 1,February,28,1,Entry level
2021,Qtr 1,February,28,1,Mid-Senior level
2021,Qtr 1,March,1,1,Entry level
2021,Qtr 1,March,1,1,Mid-Senior level
2021,Qtr 1,March,2,1,Entry level
2021,Qtr 1,March,2,3,Mid-Senior level
2021,Qtr 1,March,3,2,Associate
2021,Qtr 1,March,3,1,Internship
2021,Qtr 1,March,3,1,Mid-Senior level
2021,Qtr 1,March,6,3,Mid-Senior level
2021,Qtr 1,March,7,1,Entry level
2021,Qtr 1,March,7,1,Mid-Senior level
2021,Qtr 1,March,8,1,Mid-Senior level
2021,Qtr 1,March,9,3,Associate
2021,Qtr 1,March,9,1,Entry level
2021,Qtr 1,March,9,1,Mid-Senior level
2021,Qtr 1,March,10,1,Mid-Senior level
2021,Qtr 1,March,12,1,Entry level
2021,Qtr 1,March,12,2,Mid-Senior level
2021,Qtr 1,March,13,2,Entry level
2021,Qtr 1,March,14,1,Mid-Senior level
2021,Qtr 1,March,15,2,Mid-Senior level
2021,Qtr 1,March,16,1,Entry level
2021,Qtr 1,March,16,3,Mid-Senior level
2021,Qtr 1,March,17,1,Associate
2021,Qtr 1,March,17,1,Mid-Senior level
2021,Qtr 1,March,18,1,Mid-Senior level
2021,Qtr 1,March,19,1,Entry level
2021,Qtr 1,March,19,2,Mid-Senior level
2021,Qtr 1,March,20,1,Associate
2021,Qtr 1,March,20,1,Entry level
2021,Qtr 1,March,21,1,Associate
2021,Qtr 1,March,21,1,Mid-Senior level
2021,Qtr 1,March,22,2,Mid-Senior level
2021,Qtr 1,March,23,1,Mid-Senior level
2021,Qtr 1,March,24,1,Mid-Senior level
2021,Qtr 1,March,25,1,Entry level
2021,Qtr 1,March,25,1,Mid-Senior level
2021,Qtr 1,March,26,1,Mid-Senior level
2021,Qtr 1,March,29,1,Associate
2021,Qtr 1,March,29,1,Mid-Senior level
2021,Qtr 1,March,31,1,Mid-Senior level
2021,Qtr 2,April,1,2,Entry level
2021,Qtr 2,April,2,1,Mid-Senior level
2021,Qtr 2,April,3,1,Mid-Senior level
2021,Qtr 2,April,4,1,Associate
2021,Qtr 2,April,4,2,Mid-Senior level
2021,Qtr 2,April,5,1,Entry level
2021,Qtr 2,April,5,1,Mid-Senior level
2021,Qtr 2,April,6,1,Entry level
2021,Qtr 2,April,10,2,Mid-Senior level
2021,Qtr 2,April,11,1,Mid-Senior level
2021,Qtr 2,April,12,1,Associate
2021,Qtr 2,April,12,1,Director
2021,Qtr 2,April,12,1,Mid-Senior level
2021,Qtr 2,April,13,1,Mid-Senior level
2021,Qtr 2,April,14,1,Mid-Senior level
2021,Qtr 2,April,15,2,Mid-Senior level
2021,Qtr 2,April,17,1,Mid-Senior level
2021,Qtr 2,April,19,1,Associate
2021,Qtr 2,April,20,1,Mid-Senior level
2021,Qtr 2,April,21,1,Mid-Senior level
2021,Qtr 2,April,22,1,Mid-Senior level
2021,Qtr 2,April,23,1,Mid-Senior level
2021,Qtr 2,April,27,1,Entry level
2021,Qtr 2,April,30,1,Mid-Senior level
2021,Qtr 2,May,1,2,Mid-Senior level
2021,Qtr 2,May,3,1,Internship
2021,Qtr 2,May,3,1,Mid-Senior level
2021,Qtr 2,May,4,1,Mid-Senior level
2021,Qtr 2,May,5,1,Mid-Senior level
2021,Qtr 2,May,6,1,Mid-Senior level
2021,Qtr 2,May,7,1,Mid-Senior level
2021,Qtr 2,May,8,3,Mid-Senior level
2021,Qtr 2,May,9,1,Associate
2021,Qtr 2,May,9,2,Mid-Senior level
2021,Qtr 2,May,10,1,Associate
2021,Qtr 2,May,10,1,Entry level
2021,Qtr 2,May,10,1,Mid-Senior level
2021,Qtr 2,May,11,1,Mid-Senior level
2021,Qtr 2,May,12,1,Entry level
2021,Qtr 2,May,14,2,Mid-Senior level
2021,Qtr 2,May,15,2,Mid-Senior level
2021,Qtr 2,May,16,1,Entry level
2021,Qtr 2,May,16,1,Mid-Senior level
2021,Qtr 2,May,17,2,Entry level
2021,Qtr 2,May,17,4,Mid-Senior level
2021,Qtr 2,May,20,1,Mid-Senior level
2021,Qtr 2,May,21,1,Associate
2021,Qtr 2,May,21,1,Mid-Senior level
2021,Qtr 2,May,22,1,Entry level
2021,Qtr 2,May,23,3,Mid-Senior level
2021,Qtr 2,May,24,1,Mid-Senior level
2021,Qtr 2,May,25,1,Entry level
2021,Qtr 2,May,25,2,Mid-Senior level
2021,Qtr 2,May,26,1,Associate
2021,Qtr 2,May,26,1,Mid-Senior level
2021,Qtr 2,May,27,1,Entry level
2021,Qtr 2,May,27,2,Mid-Senior level
2021,Qtr 2,May,28,1,Mid-Senior level
2021,Qtr 2,May,29,1,Associate
2021,Qtr 2,May,29,2,Entry level
2021,Qtr 2,May,30,4,Mid-Senior level
2021,Qtr 2,May,31,1,Associate
2021,Qtr 2,May,31,1,Mid-Senior level
2021,Qtr 2,June,1,1,Mid-Senior level
2021,Qtr 2,June,2,1,Associate
2021,Qtr 2,June,2,2,Mid-Senior level
2021,Qtr 2,June,3,1,Entry level
2021,Qtr 2,June,3,3,Mid-Senior level
2021,Qtr 2,June,4,1,Associate
2021,Qtr 2,June,6,2,Mid-Senior level
2021,Qtr 2,June,7,1,Associate
2021,Qtr 2,June,7,1,Entry level
2021,Qtr 2,June,7,1,Mid-Senior level
2021,Qtr 2,June,11,1,Mid-Senior level
2021,Qtr 2,June,12,1,Mid-Senior level
2021,Qtr 2,June,13,1,Mid-Senior level
2021,Qtr 2,June,14,5,Mid-Senior level
2021,Qtr 2,June,15,1,Associate
2021,Qtr 2,June,16,1,Mid-Senior level
2021,Qtr 2,June,17,5,Mid-Senior level
2021,Qtr 2,June,18,3,Mid-Senior level
2021,Qtr 2,June,19,1,Entry level
2021,Qtr 2,June,19,1,Mid-Senior level
2021,Qtr 2,June,20,1,Associate
2021,Qtr 2,June,20,1,Entry level
2021,Qtr 2,June,20,1,Mid-Senior level
2021,Qtr 2,June,21,1,Internship
2021,Qtr 2,June,21,1,Mid-Senior level
2021,Qtr 2,June,22,2,Mid-Senior level
2021,Qtr 2,June,23,1,Mid-Senior level
2021,Qtr 2,June,24,2,Mid-Senior level
2021,Qtr 2,June,25,1,Associate
2021,Qtr 2,June,25,3,Mid-Senior level
2021,Qtr 2,June,26,2,Mid-Senior level
2021,Qtr 2,June,27,1,Entry level
2021,Qtr 2,June,27,2,Mid-Senior level
2021,Qtr 2,June,28,1,Mid-Senior level
2021,Qtr 2,June,29,1,Entry level
2021,Qtr 2,June,30,5,Mid-Senior level
2021,Qtr 3,July,1,3,Mid-Senior level
2021,Qtr 3,July,2,2,Mid-Senior level
2021,Qtr 3,July,3,1,Mid-Senior level
2021,Qtr 3,July,4,2,Mid-Senior level
2021,Qtr 3,July,5,1,Associate
2021,Qtr 3,July,5,2,Mid-Senior level
2021,Qtr 3,July,6,1,Associate
2021,Qtr 3,July,6,1,Entry level
2021,Qtr 3,July,6,1,Mid-Senior level
2021,Qtr 3,July,7,1,Mid-Senior level
2021,Qtr 3,July,8,1,Associate
2021,Qtr 3,July,8,1,Entry level
2021,Qtr 3,July,8,2,Mid-Senior level
2021,Qtr 3,July,9,1,Mid-Senior level
2021,Qtr 3,July,10,1,Associate
2021,Qtr 3,July,10,1,Mid-Senior level
2021,Qtr 3,July,11,1,Mid-Senior level
2021,Qtr 3,July,12,1,Associate
2021,Qtr 3,July,12,1,Entry level
2021,Qtr 3,July,12,2,Mid-Senior level
2021,Qtr 3,July,13,1,Entry level
2021,Qtr 3,July,13,1,Mid-Senior level
2021,Qtr 3,July,14,1,Mid-Senior level
2021,Qtr 3,July,15,1,Associate
2021,Qtr 3,July,15,1,Entry level
2021,Qtr 3,July,15,1,Mid-Senior level
2021,Qtr 3,July,16,1,Entry level
2021,Qtr 3,July,16,1,Mid-Senior level
2021,Qtr 3,July,17,1,Mid-Senior level
2021,Qtr 3,July,18,1,Associate
2021,Qtr 3,July,18,2,Mid-Senior level
2021,Qtr 3,July,20,1,Entry level
2021,Qtr 3,July,20,2,Mid-Senior level
2021,Qtr 3,July,21,2,Entry level
2021,Qtr 3,July,21,1,Mid-Senior level
2021,Qtr 3,July,23,1,Entry level
2021,Qtr 3,July,23,1,Mid-Senior level
2021,Qtr 3,July,24,1,Associate
2021,Qtr 3,July,24,1,Mid-Senior level
2021,Qtr 3,July,25,1,Mid-Senior level
2021,Qtr 3,July,26,1,Associate
2021,Qtr 3,July,27,1,Mid-Senior level
2021,Qtr 3,July,28,1,Associate
2021,Qtr 3,July,28,2,Mid-Senior level
2021,Qtr 3,July,29,3,Mid-Senior level
2021,Qtr 3,July,30,1,Mid-Senior level
2021,Qtr 3,July,31,2,Mid-Senior level
2021,Qtr 3,August,3,1,Mid-Senior level
2021,Qtr 3,August,4,1,Entry level
2021,Qtr 3,August,5,2,Associate
2021,Qtr 3,August,6,1,Entry level
2021,Qtr 3,August,6,1,Mid-Senior level
2021,Qtr 3,August,7,2,Mid-Senior level
2021,Qtr 3,August,8,1,Entry level
2021,Qtr 3,August,9,1,Mid-Senior level
2021,Qtr 3,August,10,2,Mid-Senior level
2021,Qtr 3,August,11,1,Mid-Senior level
2021,Qtr 3,August,12,1,Mid-Senior level
2021,Qtr 3,August,13,1,Mid-Senior level
2021,Qtr 3,August,15,1,Mid-Senior level
2021,Qtr 3,August,16,2,Mid-Senior level
2021,Qtr 3,August,18,1,Entry level
2021,Qtr 3,August,19,1,Mid-Senior level
2021,Qtr 3,August,21,2,Entry level
2021,Qtr 3,August,21,1,Mid-Senior level
2021,Qtr 3,August,23,2,Entry level
2021,Qtr 3,August,23,2,Mid-Senior level
2021,Qtr 3,August,24,1,Mid-Senior level
2021,Qtr 3,August,28,1,Entry level
2021,Qtr 3,August,29,1,Associate
2021,Qtr 3,August,29,1,Entry level
2021,Qtr 3,August,29,1,Mid-Senior level
2021,Qtr 3,August,30,1,Entry level
2021,Qtr 3,August,30,2,Mid-Senior level
2021,Qtr 3,August,31,1,Mid-Senior level
2021,Qtr 3,September,3,1,Associate
2021,Qtr 3,September,4,2,Entry level
2021,Qtr 3,September,4,3,Mid-Senior level
2021,Qtr 3,September,6,1,Entry level
2021,Qtr 3,September,6,5,Mid-Senior level
2021,Qtr 3,September,7,1,Associate
2021,Qtr 3,September,7,1,Entry level
2021,Qtr 3,September,8,2,Mid-Senior level
2021,Qtr 3,September,9,2,Mid-Senior level
2021,Qtr 3,September,10,1,Mid-Senior level
2021,Qtr 3,September,11,1,Entry level
2021,Qtr 3,September,11,1,Mid-Senior level
2021,Qtr 3,September,12,1,Associate
2021,Qtr 3,September,12,1,Mid-Senior level
2021,Qtr 3,September,13,1,Mid-Senior level
2021,Qtr 3,September,14,1,Associate
2021,Qtr 3,September,15,1,Associate
2021,Qtr 3,September,16,1,Entry level
2021,Qtr 3,September,16,2,Mid-Senior level
2021,Qtr 3,September,18,1,Mid-Senior level
2021,Qtr 3,September,19,1,Associate
2021,Qtr 3,September,20,2,Associate
2021,Qtr 3,September,21,1,Mid-Senior level
2021,Qtr 3,September,22,1,Entry level
2021,Qtr 3,September,22,4,Mid-Senior level
2021,Qtr 3,September,23,1,Associate
2021,Qtr 3,September,23,1,Mid-Senior level
2021,Qtr 3,September,24,1,Associate
2021,Qtr 3,September,24,2,Mid-Senior level
2021,Qtr 3,September,25,2,Associate
2021,Qtr 3,September,25,1,Entry level
2021,Qtr 3,September,25,1,Mid-Senior level
2021,Qtr 3,September,26,3,Mid-Senior level
2021,Qtr 3,September,28,1,Associate
2021,Qtr 3,September,28,2,Mid-Senior level
2021,Qtr 3,September,29,1,Associate
2021,Qtr 3,September,29,1,Mid-Senior level
2021,Qtr 3,September,30,1,Mid-Senior level
2021,Qtr 4,October,1,2,Entry level
2021,Qtr 4,October,1,2,Mid-Senior level
2021,Qtr 4,October,2,2,Mid-Senior level
2021,Qtr 4,October,3,2,Mid-Senior level
2021,Qtr 4,October,6,3,Mid-Senior level
2021,Qtr 4,October,7,1,Entry level
2021,Qtr 4,October,8,1,Entry level
2021,Qtr 4,October,8,1,Mid-Senior level
2021,Qtr 4,October,9,1,Associate
2021,Qtr 4,October,9,4,Mid-Senior level
2021,Qtr 4,October,10,1,Entry level
2021,Qtr 4,October,11,4,Associate
2021,Qtr 4,October,11,2,Mid-Senior level
2021,Qtr 4,October,12,1,Mid-Senior level
2021,Qtr 4,October,13,2,Mid-Senior level
2021,Qtr 4,October,14,1,Associate
2021,Qtr 4,October,14,4,Mid-Senior level
2021,Qtr 4,October,15,1,Associate
2021,Qtr 4,October,15,2,Mid-Senior level
2021,Qtr 4,October,17,1,Associate
2021,Qtr 4,October,17,1,Entry level
2021,Qtr 4,October,17,2,Mid-Senior level
2021,Qtr 4,October,18,1,Entry level
2021,Qtr 4,October,18,1,Mid-Senior level
2021,Qtr 4,October,20,1,Entry level
2021,Qtr 4,October,20,2,Mid-Senior level
2021,Qtr 4,October,21,1,Associate
2021,Qtr 4,October,21,1,Mid-Senior level
2021,Qtr 4,October,22,1,Entry level
2021,Qtr 4,October,22,2,Mid-Senior level
2021,Qtr 4,October,24,1,Mid-Senior level
2021,Qtr 4,October,25,3,Mid-Senior level
2021,Qtr 4,October,27,1,Associate
2021,Qtr 4,October,28,1,Associate
2021,Qtr 4,October,28,1,Mid-Senior level
2021,Qtr 4,October,29,1,Mid-Senior level
2021,Qtr 4,October,31,2,Mid-Senior level
2021,Qtr 4,November,1,1,Mid-Senior level
2021,Qtr 4,November,4,1,Mid-Senior level
2021,Qtr 4,November,7,1,Associate
2021,Qtr 4,November,7,3,Mid-Senior level
2021,Qtr 4,November,8,1,Mid-Senior level
2021,Qtr 4,November,10,2,Mid-Senior level
2021,Qtr 4,November,11,2,Associate
2021,Qtr 4,November,11,1,Mid-Senior level
2021,Qtr 4,November,12,1,Entry level
2021,Qtr 4,November,12,2,Mid-Senior level
2021,Qtr 4,November,13,1,Mid-Senior level
2021,Qtr 4,November,14,1,Mid-Senior level
2021,Qtr 4,November,15,1,Mid-Senior level
2021,Qtr 4,November,17,1,Associate
2021,Qtr 4,November,17,1,Mid-Senior level
2021,Qtr 4,November,18,1,Director
2021,Qtr 4,November,18,2,Mid-Senior level
2021,Qtr 4,November,20,1,Mid-Senior level
2021,Qtr 4,November,21,1,Director
2021,Qtr 4,November,21,2,Mid-Senior level
2021,Qtr 4,November,22,1,Associate
2021,Qtr 4,November,23,1,Associate
2021,Qtr 4,November,23,1,Entry level
2021,Qtr 4,November,23,2,Mid-Senior level
2021,Qtr 4,November,24,1,Associate
2021,Qtr 4,November,24,1,Mid-Senior level
2021,Qtr 4,November,25,1,Director
2021,Qtr 4,November,25,2,Mid-Senior level
2021,Qtr 4,November,26,1,Associate
2021,Qtr 4,November,26,1,Entry level
2021,Qtr 4,November,27,1,Associate
2021,Qtr 4,November,28,1,Associate
2021,Qtr 4,November,28,1,Director
2021,Qtr 4,November,28,1,Mid-Senior level
2021,Qtr 4,November,29,3,Mid-Senior level
2021,Qtr 4,November,30,2,Entry level
2021,Qtr 4,November,30,3,Mid-Senior level
2021,Qtr 4,December,1,2,Mid-Senior level
2021,Qtr 4,December,2,1,Entry level
2021,Qtr 4,December,2,1,Mid-Senior level
2021,Qtr 4,December,3,1,Entry level
2021,Qtr 4,December,3,2,Mid-Senior level
2021,Qtr 4,December,4,1,Entry level
2021,Qtr 4,December,6,2,Mid-Senior level
2021,Qtr 4,December,7,1,Mid-Senior level
2021,Qtr 4,December,8,1,Mid-Senior level
2021,Qtr 4,December,9,1,Associate
2021,Qtr 4,December,9,3,Mid-Senior level
2021,Qtr 4,December,10,3,Mid-Senior level
2021,Qtr 4,December,11,1,Entry level
2021,Qtr 4,December,11,2,Mid-Senior level
2021,Qtr 4,December,12,2,Entry level
2021,Qtr 4,December,12,3,Mid-Senior level
2021,Qtr 4,December,13,1,Associate
2021,Qtr 4,December,13,2,Mid-Senior level
2021,Qtr 4,December,14,3,Mid-Senior level
2021,Qtr 4,December,16,1,Entry level
2021,Qtr 4,December,16,2,Mid-Senior level
2021,Qtr 4,December,17,2,Associate
2021,Qtr 4,December,17,1,Entry level
2021,Qtr 4,December,17,1,Mid-Senior level
2021,Qtr 4,December,18,1,Associate
2021,Qtr 4,December,18,3,Mid-Senior level
2021,Qtr 4,December,19,1,Associate
2021,Qtr 4,December,20,5,Mid-Senior level
2021,Qtr 4,December,21,1,Mid-Senior level
2021,Qtr 4,December,22,1,Director
2021,Qtr 4,December,22,3,Mid-Senior level
2021,Qtr 4,December,23,2,Mid-Senior level
2021,Qtr 4,December,24,1,Entry level
2021,Qtr 4,December,24,2,Mid-Senior level
2021,Qtr 4,December,26,1,Mid-Senior level
2021,Qtr 4,December,27,1,Associate
2021,Qtr 4,December,27,1,Entry level
2021,Qtr 4,December,28,1,Mid-Senior level
2021,Qtr 4,December,30,1,Entry level
2021,Qtr 4,December,30,1,Mid-Senior level
2021,Qtr 4,December,31,1,Associate
2021,Qtr 4,December,31,1,Mid-Senior level
